0,1,2,3,4,5,6,7,8,9
"(645, 299, 746, 432)","(909, 300, 1000, 422)","(1166, 310, 1262, 439)","(1494, 349, 1592, 466)","(397, 0, 483, 99)","(877, 62, 949, 160)","(1264, 62, 1342, 163)","(1073, 73, 1141, 178)","(642, 44, 718, 151)","(1538, 8, 1614, 119)"
